,Date,Open,High,Low,Close,Adj Close,Volume
810,2023-03-22,273.3999938964844,281.0400085449219,272.17999267578125,272.2900085449219,270.0734558105469,34873300
811,2023-03-23,277.94000244140625,281.05999755859375,275.20001220703125,277.6600036621094,275.39971923828125,36610900
812,2023-03-24,277.239990234375,280.6300048828125,275.2799987792969,280.57000732421875,278.2860412597656,28172000
813,2023-03-27,280.5,281.4599914550781,275.5199890136719,276.3800048828125,274.1300964355469,26840200
814,2023-03-28,275.7900085449219,276.1400146484375,272.04998779296875,275.2300109863281,272.989501953125,21878600
815,2023-03-29,278.9599914550781,281.1400146484375,278.4100036621094,280.510009765625,278.2265319824219,25087000
816,2023-03-30,284.2300109863281,284.4599914550781,281.4800109863281,284.04998779296875,281.7376403808594,25053400
817,2023-03-31,283.7300109863281,289.2699890136719,283.0,288.29998779296875,285.9530944824219,32766000
818,2023-04-03,286.5199890136719,288.2699890136719,283.95001220703125,287.2300109863281,284.8918151855469,24883300
819,2023-04-04,287.2300109863281,290.45001220703125,285.6700134277344,287.17999267578125,284.84222412109375,25824300
820,2023-04-05,285.8500061035156,287.1499938964844,282.9200134277344,284.3399963378906,282.02532958984375,22064800
821,2023-04-06,283.2099914550781,292.0799865722656,282.0299987792969,291.6000061035156,289.22625732421875,29770300
822,2023-04-10,289.2099914550781,289.6000061035156,284.7099914550781,289.3900146484375,287.0342102050781,23103000
823,2023-04-11,285.75,285.9800109863281,281.6400146484375,282.8299865722656,280.5276184082031,27276600
824,2023-04-12,284.7900085449219,287.010009765625,281.9599914550781,283.489990234375,281.1822204589844,27403400
825,2023-04-13,283.5899963378906,289.8999938964844,283.1700134277344,289.8399963378906,287.48052978515625,24222700
826,2023-04-14,287.0,288.4800109863281,283.69000244140625,286.1400146484375,283.8106994628906,20987900
827,2023-04-17,289.92999267578125,291.6000061035156,286.1600036621094,288.79998779296875,286.4490051269531,23836200
828,2023-04-18,291.57000732421875,291.760009765625,287.010009765625,288.3699951171875,286.02252197265625,20161800
829,2023-04-19,285.989990234375,289.04998779296875,284.5400085449219,288.45001220703125,286.10186767578125,17150300
830,2023-04-20,285.25,289.0299987792969,285.0799865722656,286.1099853515625,283.7809143066406,23244400
831,2023-04-21,285.010009765625,286.2699890136719,283.05999755859375,285.760009765625,283.43377685546875,21676400
832,2023-04-24,282.0899963378906,284.95001220703125,278.7200012207031,281.7699890136719,279.47625732421875,26611000
833,2023-04-25,279.510009765625,281.6000061035156,275.3699951171875,275.4200134277344,273.177978515625,45772200
834,2023-04-26,296.70001220703125,299.57000732421875,292.7300109863281,295.3699951171875,292.9655456542969,64599200
835,2023-04-27,295.9700012207031,305.20001220703125,295.25,304.8299865722656,302.3485107421875,46462600
836,2023-04-28,304.010009765625,308.92999267578125,303.30999755859375,307.260009765625,304.7587890625,36446700
837,2023-05-01,306.9700012207031,308.6000061035156,305.1499938964844,305.55999755859375,303.07257080078125,21294100
838,2023-05-02,307.760009765625,309.17999267578125,303.9100036621094,305.4100036621094,302.9237976074219,26404400
839,2023-05-03,306.6199951171875,308.6099853515625,304.0899963378906,304.3999938964844,301.92205810546875,22360800
840,2023-05-04,306.239990234375,307.760009765625,303.3999938964844,305.4100036621094,302.9237976074219,22519900
841,2023-05-05,305.7200012207031,311.9700012207031,304.2699890136719,310.6499938964844,308.1211853027344,28181200
842,2023-05-08,310.1300048828125,310.20001220703125,306.0899963378906,308.6499938964844,306.13739013671875,21318600
843,2023-05-09,308.0,310.0400085449219,306.30999755859375,307.0,304.5008239746094,21340800
844,2023-05-10,308.6199951171875,313.0,307.6700134277344,312.30999755859375,309.76763916015625,30078000
845,2023-05-11,310.1000061035156,311.1199951171875,306.260009765625,310.1099853515625,307.5855407714844,31680200
846,2023-05-12,310.54998779296875,310.6499938964844,306.6000061035156,308.9700012207031,306.4548034667969,19758100
847,2023-05-15,309.1000061035156,309.8999938964844,307.5899963378906,309.4599914550781,306.9408264160156,16336500
848,2023-05-16,309.8299865722656,313.7099914550781,309.8299865722656,311.739990234375,309.2023010253906,26730300
849,2023-05-17,312.2900085449219,314.42999267578125,310.739990234375,314.0,312.1247253417969,24315000
850,2023-05-18,314.5299987792969,319.0400085449219,313.7200012207031,318.5199890136719,316.6177062988281,27276000
851,2023-05-19,316.739990234375,318.75,316.3699951171875,318.3399963378906,316.43878173828125,27529500
852,2023-05-22,318.6000061035156,322.5899963378906,318.010009765625,321.17999267578125,319.2618713378906,24115700
853,2023-05-23,320.0299987792969,322.7200012207031,315.25,315.260009765625,313.3772277832031,30797200
854,2023-05-24,314.7300109863281,316.5,312.6099853515625,313.8500061035156,311.9756164550781,23384900
855,2023-05-25,323.239990234375,326.8999938964844,320.0,325.9200134277344,323.9735412597656,43301700
856,2023-05-26,324.0199890136719,333.3999938964844,323.8800048828125,332.8900146484375,330.9018859863281,36630600
857,2023-05-30,335.2300109863281,335.739990234375,330.5199890136719,331.2099914550781,329.2319641113281,29503100
858,2023-05-31,332.2900085449219,335.94000244140625,327.3299865722656,328.3900146484375,326.4288024902344,45950600
859,2023-06-01,325.92999267578125,333.5299987792969,324.7200012207031,332.5799865722656,330.59375,26773900
860,2023-06-02,334.25,337.5,332.54998779296875,335.3999938964844,333.3969421386719,25864000
861,2023-06-05,335.2200012207031,338.55999755859375,334.6600036621094,335.94000244140625,333.9337158203125,21307100
862,2023-06-06,335.3299865722656,335.3699951171875,332.1700134277344,333.67999267578125,331.68719482421875,20396200
863,2023-06-07,331.6499938964844,334.489990234375,322.5,323.3800048828125,321.44873046875,40717100
864,2023-06-08,323.94000244140625,326.6400146484375,323.3500061035156,325.260009765625,323.3175048828125,23277700
865,2023-06-09,324.989990234375,329.989990234375,324.4100036621094,326.7900085449219,324.8383483886719,22514900
866,2023-06-12,328.5799865722656,332.1000061035156,325.1600036621094,331.8500061035156,329.86810302734375,24260300
867,2023-06-13,334.4700012207031,336.9800109863281,330.3900146484375,334.2900085449219,332.2935791015625,22951300
868,2023-06-14,334.3399963378906,339.0400085449219,332.80999755859375,337.3399963378906,335.3253173828125,26003800
869,2023-06-15,337.4800109863281,349.8399963378906,337.20001220703125,348.1000061035156,346.02105712890625,38899100
870,2023-06-16,351.32000732421875,351.4700012207031,341.95001220703125,342.3299865722656,340.2854919433594,46533600
871,2023-06-20,339.30999755859375,342.0799865722656,335.8599853515625,338.04998779296875,336.03106689453125,26375400
872,2023-06-21,336.3699951171875,337.7300109863281,332.07000732421875,333.55999755859375,331.5679016113281,25117800
873,2023-06-22,334.1199951171875,340.1199951171875,333.3399963378906,339.7099914550781,337.6811828613281,23556800
874,2023-06-23,334.3599853515625,337.9599914550781,333.45001220703125,335.0199890136719,333.0191955566406,23084700
875,2023-06-26,333.7200012207031,336.1099853515625,328.489990234375,328.6000061035156,326.6375427246094,21520600
876,2023-06-27,331.8599853515625,336.1499938964844,329.29998779296875,334.57000732421875,332.5718688964844,24354100
877,2023-06-28,334.6600036621094,337.9800109863281,333.80999755859375,335.8500061035156,333.84423828125,20259500
878,2023-06-29,334.7099914550781,336.1099853515625,332.6199951171875,335.04998779296875,333.04901123046875,16997000
879,2023-06-30,337.75,342.7300109863281,337.20001220703125,340.5400085449219,338.5062561035156,26823800
880,2023-07-03,339.19000244140625,340.8999938964844,336.57000732421875,337.989990234375,335.971435546875,12508700
881,2023-07-05,335.0899963378906,341.6499938964844,334.7300109863281,338.1499938964844,336.1304931640625,18172400
882,2023-07-06,337.29998779296875,342.989990234375,335.5,341.2699890136719,339.2318115234375,28161200
883,2023-07-07,339.32000732421875,341.7900085449219,337.0,337.2200012207031,335.2060241699219,21185300
884,2023-07-10,334.6000061035156,335.2300109863281,327.5899963378906,331.8299865722656,329.8482360839844,32791400
885,2023-07-11,331.05999755859375,332.8599853515625,327.0,332.4700012207031,330.4844055175781,26698200
886,2023-07-12,336.6000061035156,341.6499938964844,335.6700134277344,337.20001220703125,335.18621826171875,29995300
887,2023-07-13,339.55999755859375,343.739990234375,339.0199890136719,342.6600036621094,340.6135559082031,20567200
888,2023-07-14,347.5899963378906,351.42999267578125,344.30999755859375,345.239990234375,343.1781311035156,28302200
889,2023-07-17,345.67999267578125,346.989990234375,342.20001220703125,345.7300109863281,343.6652526855469,20363900
890,2023-07-18,345.8299865722656,366.7799987792969,342.1700134277344,359.489990234375,357.343017578125,64872700
891,2023-07-19,361.75,362.4599914550781,352.44000244140625,355.0799865722656,352.9593505859375,39732900
892,2023-07-20,353.57000732421875,357.9700012207031,345.3699951171875,346.8699951171875,344.79840087890625,33778400
893,2023-07-21,349.1499938964844,350.29998779296875,339.8299865722656,343.7699890136719,341.7169189453125,69368900
894,2023-07-24,345.8500061035156,346.9200134277344,342.30999755859375,345.1099853515625,343.0489196777344,26678100
895,2023-07-25,347.1099853515625,351.8900146484375,345.07000732421875,350.9800109863281,348.8838806152344,41637700
896,2023-07-26,341.44000244140625,344.6700134277344,333.1099853515625,337.7699890136719,335.75274658203125,58383700
897,2023-07-27,340.4800109863281,341.3299865722656,329.04998779296875,330.7200012207031,328.744873046875,39635300
898,2023-07-28,333.6700134277344,340.010009765625,333.1700134277344,338.3699951171875,336.34918212890625,28484900
899,2023-07-31,336.9200134277344,337.70001220703125,333.3599853515625,335.9200134277344,333.913818359375,25446000
900,2023-08-01,335.19000244140625,338.5400085449219,333.70001220703125,336.3399963378906,334.331298828125,18311900
901,2023-08-02,333.6300048828125,333.6300048828125,326.3599853515625,327.5,325.5440979003906,27761300
902,2023-08-03,326.0,329.8800048828125,325.95001220703125,326.6600036621094,324.7091064453125,18253700
903,2023-08-04,331.8800048828125,335.1400146484375,327.239990234375,327.7799987792969,325.8224182128906,23727700
904,2023-08-07,328.3699951171875,331.1099853515625,327.5199890136719,330.1099853515625,328.1385192871094,17741500
905,2023-08-08,326.9599914550781,328.75,323.0,326.04998779296875,324.1027526855469,22327600
906,2023-08-09,326.4700012207031,327.1099853515625,321.04998779296875,322.2300109863281,320.3055725097656,22373300
907,2023-08-10,326.0199890136719,328.260009765625,321.17999267578125,322.92999267578125,321.00140380859375,20113700
908,2023-08-11,320.260009765625,322.4100036621094,319.2099914550781,321.010009765625,319.0928649902344,24342600
909,2023-08-14,321.3900146484375,324.05999755859375,320.0799865722656,324.0400085449219,322.10479736328125,18836100
910,2023-08-15,323.0,325.0899963378906,320.8999938964844,321.8599853515625,319.9377746582031,16966300
911,2023-08-16,320.79998779296875,324.4200134277344,319.79998779296875,320.3999938964844,319.1607971191406,20698900
912,2023-08-17,320.5400085449219,321.8699951171875,316.2099914550781,316.8800048828125,315.6544494628906,21257200
913,2023-08-18,314.489990234375,318.3800048828125,311.54998779296875,316.4800109863281,315.2559814453125,24744800
914,2023-08-21,317.92999267578125,322.7699890136719,317.0400085449219,321.8800048828125,320.63507080078125,24040000
915,2023-08-22,325.5,326.0799865722656,321.4599914550781,322.4599914550781,321.21282958984375,16102000
916,2023-08-23,323.82000732421875,329.20001220703125,323.4599914550781,327.0,325.73529052734375,21166400
917,2023-08-24,332.8500061035156,332.9800109863281,319.9599914550781,319.9700012207031,318.73248291015625,23281400
918,2023-08-25,321.4700012207031,325.3599853515625,318.79998779296875,322.9800109863281,321.7308349609375,21684100
919,2023-08-28,325.6600036621094,326.1499938964844,321.7200012207031,323.70001220703125,322.44805908203125,14808500
920,2023-08-29,321.8800048828125,328.9800109863281,321.8800048828125,328.4100036621094,327.13983154296875,19284600
921,2023-08-30,328.6700134277344,329.80999755859375,326.45001220703125,328.7900085449219,327.5183410644531,15222100
922,2023-08-31,329.20001220703125,330.9100036621094,326.7799987792969,327.760009765625,326.49237060546875,26411000
923,2023-09-01,331.30999755859375,331.989990234375,326.7799987792969,328.6600036621094,327.38885498046875,14931200
924,2023-09-05,329.0,334.8500061035156,328.6600036621094,333.54998779296875,332.2599182128906,18553900
925,2023-09-06,333.3800048828125,334.4599914550781,330.17999267578125,332.8800048828125,331.5925598144531,17535800
926,2023-09-07,331.2900085449219,333.0799865722656,329.0299987792969,329.9100036621094,328.634033203125,18381000
927,2023-09-08,330.0899963378906,336.1600036621094,329.4599914550781,334.2699890136719,332.9771423339844,19530100
928,2023-09-11,337.239990234375,338.4200134277344,335.42999267578125,337.94000244140625,336.6329650878906,16583300
929,2023-09-12,335.82000732421875,336.7900085449219,331.4800109863281,331.7699890136719,330.48681640625,17565500
930,2023-09-13,331.30999755859375,336.8500061035156,331.1700134277344,336.05999755859375,334.76025390625,16544400
931,2023-09-14,339.1499938964844,340.8599853515625,336.57000732421875,338.70001220703125,337.3900451660156,20267000
932,2023-09-15,336.9200134277344,337.3999938964844,329.6499938964844,330.2200012207031,328.9428405761719,37666900
933,2023-09-18,327.79998779296875,330.3999938964844,326.3599853515625,329.05999755859375,327.7873229980469,16834200
934,2023-09-19,326.1700134277344,329.3900146484375,324.510009765625,328.6499938964844,327.37890625,16505900
935,2023-09-20,329.510009765625,329.5899963378906,320.510009765625,320.7699890136719,319.52935791015625,21436500
936,2023-09-21,319.260009765625,325.3500061035156,315.0,319.5299987792969,318.2941589355469,35529500
937,2023-09-22,321.32000732421875,321.45001220703125,316.1499938964844,317.010009765625,315.783935546875,21447900
938,2023-09-25,316.5899963378906,317.6700134277344,315.0,317.5400085449219,316.3118896484375,17836000
939,2023-09-26,315.1300048828125,315.8800048828125,310.0199890136719,312.1400146484375,310.9327697753906,26297600
940,2023-09-27,312.29998779296875,314.29998779296875,309.69000244140625,312.7900085449219,311.5802307128906,19410100
941,2023-09-28,310.989990234375,315.4800109863281,309.45001220703125,313.6400146484375,312.4269714355469,19683600
942,2023-09-29,317.75,319.4700012207031,314.9800109863281,315.75,314.5287780761719,24140300
943,2023-10-02,316.2799987792969,321.8900146484375,315.17999267578125,321.79998779296875,320.5553894042969,20570000
944,2023-10-03,320.8299865722656,321.3900146484375,311.2099914550781,313.3900146484375,312.1779479980469,21033500
945,2023-10-04,314.0299987792969,320.0400085449219,314.0,318.9599914550781,317.72637939453125,20720100
946,2023-10-05,319.0899963378906,319.9800109863281,314.8999938964844,319.3599853515625,318.12481689453125,16965600
947,2023-10-06,316.54998779296875,329.19000244140625,316.29998779296875,327.260009765625,325.9942932128906,25645500
948,2023-10-09,324.75,330.29998779296875,323.17999267578125,329.82000732421875,328.54437255859375,19891200
949,2023-10-10,330.9599914550781,331.1000061035156,327.6700134277344,328.3900146484375,327.11993408203125,20557100
950,2023-10-11,331.2099914550781,332.82000732421875,329.1400146484375,332.4200134277344,331.13433837890625,20063200
951,2023-10-12,330.57000732421875,333.6300048828125,328.7200012207031,331.1600036621094,329.8791809082031,19313100
952,2023-10-13,332.3800048828125,333.8299865722656,326.3599853515625,327.7300109863281,326.46246337890625,21072400
953,2023-10-16,331.04998779296875,336.1400146484375,330.6000061035156,332.6400146484375,331.35345458984375,22158000
954,2023-10-17,329.5899963378906,333.4599914550781,327.4100036621094,332.05999755859375,330.7757263183594,18338500
955,2023-10-18,332.489990234375,335.5899963378906,328.29998779296875,330.1099853515625,328.833251953125,23153600
956,2023-10-19,332.1499938964844,336.8800048828125,330.9100036621094,331.32000732421875,330.03857421875,25052100
957,2023-10-20,331.7200012207031,331.9200134277344,325.45001220703125,326.6700134277344,325.4065856933594,25012600
958,2023-10-23,325.4700012207031,332.7300109863281,324.3900146484375,329.32000732421875,328.0462951660156,24374700
959,2023-10-24,331.29998779296875,331.8399963378906,327.6000061035156,330.5299987792969,329.2516174316406,31153600
960,2023-10-25,345.0199890136719,346.20001220703125,337.6199951171875,340.6700134277344,339.3524169921875,55053800
961,2023-10-26,340.5400085449219,341.6300048828125,326.94000244140625,327.8900146484375,326.6218566894531,37828500
962,2023-10-27,330.42999267578125,336.7200012207031,328.3999938964844,329.80999755859375,328.534423828125,29856500
963,2023-10-30,333.4100036621094,339.45001220703125,331.8299865722656,337.30999755859375,336.0054016113281,22828100
964,2023-10-31,338.8500061035156,339.0,334.69000244140625,338.1099853515625,336.80230712890625,20265300
965,2023-11-01,339.7900085449219,347.4200134277344,339.6499938964844,346.07000732421875,344.7315368652344,28158800
966,2023-11-02,347.239990234375,348.8299865722656,344.7699890136719,348.32000732421875,346.97283935546875,24348100
967,2023-11-03,349.6300048828125,354.3900146484375,347.3299865722656,352.79998779296875,351.43548583984375,23624000
968,2023-11-06,353.45001220703125,357.5400085449219,353.3500061035156,356.5299987792969,355.1510925292969,23828300
969,2023-11-07,359.3999938964844,362.4599914550781,357.6300048828125,360.5299987792969,359.1356201171875,25833900
970,2023-11-08,361.67999267578125,363.8699951171875,360.54998779296875,363.20001220703125,361.7952880859375,26767800
971,2023-11-09,362.29998779296875,364.7900085449219,360.3599853515625,360.69000244140625,359.29498291015625,24847300
972,2023-11-10,361.489990234375,370.1000061035156,361.07000732421875,369.6700134277344,368.2402648925781,28042100
973,2023-11-13,368.2200012207031,368.4700012207031,365.8999938964844,366.67999267578125,365.2618103027344,19986500
974,2023-11-14,371.010009765625,371.95001220703125,367.3500061035156,370.2699890136719,368.837890625,27683900
975,2023-11-15,371.2799987792969,373.1300048828125,367.1099853515625,369.6700134277344,368.9876708984375,26860100
976,2023-11-16,370.9599914550781,376.3500061035156,370.17999267578125,376.1700134277344,375.4756774902344,27182300
977,2023-11-17,373.6099853515625,374.3699951171875,367.0,369.8500061035156,369.1673278808594,40157000
978,2023-11-20,371.2200012207031,378.8699951171875,371.0,377.44000244140625,376.7433166503906,52465100
979,2023-11-21,375.6700134277344,376.2200012207031,371.1199951171875,373.07000732421875,372.3813781738281,28423100
980,2023-11-22,378.0,379.7900085449219,374.9700012207031,377.8500061035156,377.1525573730469,23345300
981,2023-11-24,377.3299865722656,377.9700012207031,375.1400146484375,377.42999267578125,376.7333068847656,10176600
982,2023-11-27,376.7799987792969,380.6400146484375,376.20001220703125,378.6099853515625,377.9111328125,22179200
983,2023-11-28,378.3500061035156,383.0,378.1600036621094,382.70001220703125,381.9936218261719,20453100
984,2023-11-29,383.760009765625,384.29998779296875,377.44000244140625,378.8500061035156,378.15069580078125,28963400
985,2023-11-30,378.489990234375,380.0899963378906,375.4700012207031,378.9100036621094,378.2106018066406,30554400
986,2023-12-01,376.760009765625,378.1600036621094,371.30999755859375,374.510009765625,373.8187255859375,33020400
987,2023-12-04,369.1000061035156,369.5199890136719,362.8999938964844,369.1400146484375,368.4586486816406,32063300
988,2023-12-05,366.45001220703125,373.0799865722656,365.6199951171875,372.5199890136719,371.8323669433594,23065000
989,2023-12-06,373.5400085449219,374.17999267578125,368.0299987792969,368.79998779296875,368.1192321777344,21182100
990,2023-12-07,368.2300109863281,371.45001220703125,366.32000732421875,370.95001220703125,370.2652893066406,23118900
991,2023-12-08,369.20001220703125,374.4599914550781,368.2300109863281,374.2300109863281,373.53924560546875,20144800
992,2023-12-11,368.4800109863281,371.6000061035156,366.1000061035156,371.29998779296875,370.6146240234375,27708800
993,2023-12-12,370.8500061035156,374.4200134277344,370.4599914550781,374.3800048828125,373.68896484375,24838300
994,2023-12-13,376.0199890136719,377.6400146484375,370.7699890136719,374.3699951171875,373.678955078125,30955500
995,2023-12-14,373.30999755859375,373.760009765625,364.1300048828125,365.92999267578125,365.2545471191406,43277500
996,2023-12-15,366.8500061035156,372.3999938964844,366.2799987792969,370.7300109863281,370.04571533203125,78478200
997,2023-12-18,369.45001220703125,373.0,368.67999267578125,372.6499938964844,371.9621276855469,21802900
998,2023-12-19,371.489990234375,373.260009765625,369.8399963378906,373.260009765625,372.571044921875,20603700
999,2023-12-20,375.0,376.0299987792969,370.5299987792969,370.6199951171875,369.9358825683594,26316700
1000,2023-12-21,372.55999755859375,374.4100036621094,370.0400085449219,373.5400085449219,372.85052490234375,17708000
1001,2023-12-22,373.67999267578125,375.17999267578125,372.7099914550781,374.5799865722656,373.8885803222656,17091100
1002,2023-12-26,375.0,376.94000244140625,373.5,374.6600036621094,373.96844482421875,12673100
1003,2023-12-27,373.69000244140625,375.05999755859375,372.80999755859375,374.07000732421875,373.3795471191406,14905400
1004,2023-12-28,375.3699951171875,376.4599914550781,374.1600036621094,375.2799987792969,374.5872802734375,14327000
1005,2023-12-29,376.0,377.1600036621094,373.4800109863281,376.0400085449219,375.34588623046875,18723000
1006,2024-01-02,373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,370.1854248046875,25258600
1007,2024-01-03,369.010009765625,373.260009765625,368.510009765625,370.6000061035156,369.9159240722656,23083500
1008,2024-01-04,370.6700134277344,373.1000061035156,367.1700134277344,367.94000244140625,367.2608337402344,20901500
1009,2024-01-05,368.9700012207031,372.05999755859375,366.5,367.75,367.0711975097656,20987000
1010,2024-01-08,369.29998779296875,375.20001220703125,369.010009765625,374.69000244140625,373.9983825683594,23134000
1011,2024-01-09,372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,375.09637451171875,20830000
1012,2024-01-10,376.3699951171875,384.1700134277344,376.32000732421875,382.7699890136719,382.0634460449219,25514200
1013,2024-01-11,386.0,390.67999267578125,380.3800048828125,384.6300048828125,383.9200439453125,27850800
1014,2024-01-12,385.489990234375,388.67999267578125,384.6499938964844,388.4700012207031,387.7529602050781,21645700
1015,2024-01-16,393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,389.54962158203125,27202300
1016,2024-01-17,387.9800109863281,390.1099853515625,384.80999755859375,389.4700012207031,388.7510986328125,22234100
1017,2024-01-18,391.7200012207031,393.989990234375,390.1199951171875,393.8699951171875,393.1429748535156,23392100
1018,2024-01-19,395.760009765625,398.6700134277344,393.5,398.6700134277344,397.93414306640625,29272000
1019,2024-01-22,400.0199890136719,400.6199951171875,393.5899963378906,396.510009765625,395.7781066894531,27016900
1020,2024-01-23,395.75,399.3800048828125,393.92999267578125,398.8999938964844,398.1636962890625,20525900
1021,2024-01-24,401.5400085449219,405.6300048828125,400.45001220703125,402.55999755859375,401.8169250488281,24867000
1022,2024-01-25,404.32000732421875,407.010009765625,402.5299987792969,404.8699951171875,404.1226806640625,21021200
1023,2024-01-26,404.3699951171875,406.1700134277344,402.42999267578125,403.92999267578125,403.1844177246094,17803300
1024,2024-01-29,406.05999755859375,409.9800109863281,404.3299865722656,409.7200012207031,408.9637145996094,24510200
1025,2024-01-30,412.260009765625,413.04998779296875,406.45001220703125,408.5899963378906,407.8358154296875,33477600
1026,2024-01-31,406.9599914550781,415.32000732421875,397.2099914550781,397.5799865722656,396.84613037109375,47871100
1027,2024-02-01,401.8299865722656,408.0,401.79998779296875,403.7799987792969,403.0346984863281,30657700
1028,2024-02-02,403.80999755859375,412.6499938964844,403.55999755859375,411.2200012207031,410.4609680175781,28245000
1029,2024-02-05,409.8999938964844,411.1600036621094,403.989990234375,405.6499938964844,404.9012451171875,25352300
1030,2024-02-06,405.8800048828125,407.9700012207031,402.9100036621094,405.489990234375,404.74151611328125,18382600
1031,2024-02-07,407.44000244140625,414.29998779296875,407.3999938964844,414.04998779296875,413.28570556640625,22340500
1032,2024-02-08,414.04998779296875,415.55999755859375,412.5299987792969,414.1099853515625,413.3456115722656,21225300
1033,2024-02-09,415.25,420.82000732421875,415.0899963378906,420.54998779296875,419.7737121582031,22032800
1034,2024-02-12,420.55999755859375,420.739990234375,414.75,415.260009765625,414.4934997558594,21202900
1035,2024-02-13,404.94000244140625,410.07000732421875,403.3900146484375,406.32000732421875,405.57000732421875,27824900
1036,2024-02-14,408.07000732421875,409.8399963378906,404.57000732421875,409.489990234375,409.489990234375,20401200
1037,2024-02-15,408.1400146484375,409.1300048828125,404.2900085449219,406.55999755859375,406.55999755859375,21825500
1038,2024-02-16,407.9599914550781,408.2900085449219,403.44000244140625,404.05999755859375,404.05999755859375,22281100
1039,2024-02-20,403.239990234375,404.489990234375,398.010009765625,402.7900085449219,402.7900085449219,24307900
1040,2024-02-21,400.1700134277344,402.2900085449219,397.2200012207031,402.17999267578125,402.17999267578125,18631100
1041,2024-02-22,410.19000244140625,412.8299865722656,408.57000732421875,411.6499938964844,411.6499938964844,27009900
1042,2024-02-23,415.6700134277344,415.8599853515625,408.9700012207031,410.3399963378906,410.3399963378906,16295900
1043,2024-02-26,411.4599914550781,412.1600036621094,407.3599853515625,407.5400085449219,407.5400085449219,16193500
1044,2024-02-27,407.989990234375,408.32000732421875,403.8500061035156,407.4800109863281,407.4800109863281,14835800
1045,2024-02-28,408.17999267578125,409.29998779296875,405.32000732421875,407.7200012207031,407.7200012207031,13183100
1046,2024-02-29,408.6400146484375,414.20001220703125,405.9200134277344,413.6400146484375,413.6400146484375,31947300
1047,2024-03-01,411.2699890136719,415.8699951171875,410.8800048828125,415.5,415.5,17800300
1048,2024-03-04,413.44000244140625,417.3500061035156,412.32000732421875,414.9200134277344,414.9200134277344,17596000
1049,2024-03-05,413.9599914550781,414.25,400.6400146484375,402.6499938964844,402.6499938964844,26919200
1050,2024-03-06,402.9700012207031,405.1600036621094,398.3900146484375,402.0899963378906,402.0899963378906,22344100
1051,2024-03-07,406.1199951171875,409.7799987792969,402.239990234375,409.1400146484375,409.1400146484375,18718500
1052,2024-03-08,407.9599914550781,410.4200134277344,404.3299865722656,406.2200012207031,406.2200012207031,17971700
1053,2024-03-11,403.760009765625,405.67999267578125,401.260009765625,404.5199890136719,404.5199890136719,16120800
1054,2024-03-12,407.6199951171875,415.57000732421875,406.7900085449219,415.2799987792969,415.2799987792969,22457000
1055,2024-03-13,418.1000061035156,418.17999267578125,411.45001220703125,415.1000061035156,415.1000061035156,17115900
1056,2024-03-14,420.239990234375,427.82000732421875,417.989990234375,425.2200012207031,425.2200012207031,34157300
1057,2024-03-15,419.2900085449219,422.6000061035156,412.7900085449219,416.4200134277344,416.4200134277344,45049800
1058,2024-03-18,414.25,420.7300109863281,413.7799987792969,417.32000732421875,417.32000732421875,20106000
1059,2024-03-19,417.8299865722656,421.6700134277344,415.54998779296875,421.4100036621094,421.4100036621094,19837900
1060,2024-03-20,422.0,425.9599914550781,420.6600036621094,425.2300109863281,425.2300109863281,17860100
1061,2024-03-21,429.8299865722656,430.82000732421875,427.1600036621094,429.3699951171875,429.3699951171875,21296200
1062,2024-03-22,429.70001220703125,429.8599853515625,426.07000732421875,428.739990234375,428.739990234375,17636500
1063,2024-03-25,425.239990234375,427.4100036621094,421.6099853515625,422.8599853515625,422.8599853515625,18060500
1064,2024-03-26,425.6099853515625,425.989990234375,421.3500061035156,421.6499938964844,421.6499938964844,16725600
1065,2024-03-27,424.44000244140625,424.45001220703125,419.010009765625,421.42999267578125,421.42999267578125,16705000
1066,2024-03-28,420.9599914550781,421.8699951171875,419.1199951171875,420.7200012207031,420.7200012207031,21871200
1067,2024-04-01,423.95001220703125,427.8900146484375,422.2200012207031,424.57000732421875,424.57000732421875,16316000
1068,2024-04-02,420.1099853515625,422.3800048828125,417.8399963378906,421.44000244140625,421.44000244140625,17912000
1069,2024-04-03,419.7300109863281,423.260009765625,419.0899963378906,420.45001220703125,420.45001220703125,16502300
1070,2024-04-04,424.989990234375,428.6700134277344,417.57000732421875,417.8800048828125,417.8800048828125,19370900
1071,2024-04-05,420.010009765625,426.510009765625,418.32000732421875,425.5199890136719,425.5199890136719,16544300
1072,2024-04-08,425.1700134277344,427.2799987792969,423.29998779296875,424.5899963378906,424.5899963378906,14272400
1073,2024-04-09,426.44000244140625,427.739990234375,421.6199951171875,426.2799987792969,426.2799987792969,12512300
1074,2024-04-10,422.19000244140625,424.0299987792969,419.70001220703125,423.260009765625,423.260009765625,16216600
1075,2024-04-11,425.82000732421875,429.3699951171875,422.3599853515625,427.92999267578125,427.92999267578125,17966400
1076,2024-04-12,424.04998779296875,425.17999267578125,419.7699890136719,421.8999938964844,421.8999938964844,19232100
1077,2024-04-15,426.6000061035156,426.82000732421875,413.42999267578125,413.6400146484375,413.6400146484375,20273500
1078,2024-04-16,414.57000732421875,418.3999938964844,413.7300109863281,414.5799865722656,414.5799865722656,16765600
